,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,cuisine,r_id
10,z1OgXX3L9Ipl2mu-Hf4ADw,viv-new-york-32,ViV,https://s3-media1.fl.yelpcdn.com/bphoto/-HcRhoHIXVjzUKMXj7vZYA/o.jpg,False,https://www.yelp.com/biz/viv-new-york-32?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,1050,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.76277, 'longitude': -73.98969}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '717 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['717 9th Ave', 'New York, NY 10019']}",+12125815999,(212) 581-5999,987.9956559055374,Thai,11.0
11,p2zm0HnXZkI2yCAuYLb45g,thai-market-new-york,Thai Market,https://s3-media1.fl.yelpcdn.com/bphoto/StF32ljho38Ynd1hLRZ6nA/o.jpg,False,https://www.yelp.com/biz/thai-market-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,1044,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'soup', 'title': 'Soup'}]",4.0,"{'latitude': 40.80132, 'longitude': -73.96529}","['pickup', 'delivery']",$$,"{'address1': '960 Amsterdam Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10025', 'country': 'US', 'state': 'NY', 'display_address': ['960 Amsterdam Ave', 'New York, NY 10025']}",+12122804575,(212) 280-4575,4706.906472365439,Thai,12.0
12,0IFDnYf3bhqxJR6hVrG7Gw,top-thai-vintage-new-york-3,Top Thai Vintage,https://s3-media3.fl.yelpcdn.com/bphoto/-ZoEVVSfXiLLw8NLKSF9BA/o.jpg,False,https://www.yelp.com/biz/top-thai-vintage-new-york-3?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,596,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'halal', 'title': 'Halal'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.729907419973344, 'longitude': -74.00421380395268}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '55 Carmine St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['55 Carmine St', 'New York, NY 10014']}",+16466092272,(646) 609-2272,4006.1855843932085,Thai,13.0
13,KHdYPT0jUnUGdHGaY73mxg,sukhumvit-51-new-york,Sukhumvit 51,https://s3-media1.fl.yelpcdn.com/bphoto/qCdrI6n9UN9J6Kgu3HFCjw/o.jpg,False,https://www.yelp.com/biz/sukhumvit-51-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,786,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 40.7559139831703, 'longitude': -73.9693867939228}","['pickup', 'delivery']",$$,"{'address1': '224 E 51st St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['224 E 51st St', 'New York, NY 10022']}",+12128888894,(212) 888-8894,904.3995947698701,Thai,14.0
14,liZmIO0FqZwslLJfLDkfgw,wayla-new-york,Wayla,https://s3-media1.fl.yelpcdn.com/bphoto/YGB61lGi5g5RrXZD5KvnBg/o.jpg,False,https://www.yelp.com/biz/wayla-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,467,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.7183, 'longitude': -73.9926038}",['delivery'],$$,"{'address1': '100 Forsyth St', 'address2': 'Basement', 'address3': None, 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['100 Forsyth St', 'Basement', 'New York, NY 10002']}",+12122062500,(212) 206-2500,4809.802119486362,Thai,15.0
15,TMmiudSEF1PIXb8usY5c0Q,valla-table-new-york,Valla Table,https://s3-media1.fl.yelpcdn.com/bphoto/6f1vxFPAwoguT95ljxkabw/o.jpg,False,https://www.yelp.com/biz/valla-table-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,131,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.7619, 'longitude': -73.994186}","['pickup', 'delivery']",$$,"{'address1': '641 10th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['641 10th Ave', 'New York, NY 10036']}",+12122454601,(212) 245-4601,1335.4105511829,Thai,16.0
16,rKeLuHDI3PQZsPSVCEMHtw,wondee-siam-new-york-3,Wondee Siam,https://s3-media2.fl.yelpcdn.com/bphoto/dbQSuZI7iTsdq7BacBk2MA/o.jpg,False,https://www.yelp.com/biz/wondee-siam-new-york-3?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,1080,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 40.76495, 'longitude': -73.98747}","['pickup', 'delivery']",$$,"{'address1': '792 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['792 9th Ave', 'New York, NY 10019']}",+12124599057,(212) 459-9057,917.0415235004825,Thai,17.0
17,UC3n_0vZ5zI1fvi7UzNZAg,sabai-thai-new-york-2,Sabai Thai,https://s3-media3.fl.yelpcdn.com/bphoto/S6__V4_5-eGub10wtnaRaA/o.jpg,False,https://www.yelp.com/biz/sabai-thai-new-york-2?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,368,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 40.74422, 'longitude': -73.98365}","['pickup', 'delivery']",$$,"{'address1': '432 Park Ave S', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['432 Park Ave S', 'New York, NY 10016']}",+16464764521,(646) 476-4521,1822.4669044940993,Thai,18.0
18,_Ge2eC89Z-jlaDDWglfT8g,pa-pa-thai-cuisine-new-york,Pa Pa Thai Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/3ADgOBYgXwM7w8PKQ6S4nw/o.jpg,False,https://www.yelp.com/biz/pa-pa-thai-cuisine-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,252,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.7593778206059, 'longitude': -73.9624154842934}","['pickup', 'delivery']",$$,"{'address1': '1069 1st Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10022', 'country': 'US', 'state': 'NY', 'display_address': ['1069 1st Ave', 'New York, NY 10022']}",+12127529277,(212) 752-9277,1357.9410579304047,Thai,19.0
19,-Q8MYIWoE4EsGQtudIOY0w,bua-thai-ramen-and-robata-grill-new-york,Bua Thai Ramen & Robata Grill,https://s3-media3.fl.yelpcdn.com/bphoto/STPkeCnzxNZTax2QYGhe-g/o.jpg,False,https://www.yelp.com/biz/bua-thai-ramen-and-robata-grill-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,1322,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'ramen', 'title': 'Ramen'}, {'alias': 'sushi', 'title': 'Sushi Bars'}]",4.5,"{'latitude': 40.77635, 'longitude': -73.95308}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '1611 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10028', 'country': 'US', 'state': 'NY', 'display_address': ['1611 2nd Ave', 'New York, NY 10028']}",+12128797999,(212) 879-7999,2793.1628108661826,Thai,20.0
20,qrydcGQpeDP_1oFvx3qOeg,somtum-der-new-york,Somtum Der,https://s3-media1.fl.yelpcdn.com/bphoto/k1OUVohA7vdWxD5c5VPsLw/o.jpg,False,https://www.yelp.com/biz/somtum-der-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,795,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 40.7252151982238, 'longitude': -73.9842741682317}","['pickup', 'delivery', 'restaurant_reservation']",$$,"{'address1': '85 Ave A', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['85 Ave A', 'New York, NY 10009']}",+12122608570,(212) 260-8570,3922.0666125538337,Thai,21.0
21,I4FWrwXDC91lsfQLXYSeXA,malii-new-york,Malii,https://s3-media1.fl.yelpcdn.com/bphoto/xckY06JuBqvDfWJhMP-6Hw/o.jpg,False,https://www.yelp.com/biz/malii-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,329,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.789432, 'longitude': -73.942962}","['pickup', 'delivery']",$$,"{'address1': '2028 2nd Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10029', 'country': 'US', 'state': 'NY', 'display_address': ['2028 2nd Ave', 'New York, NY 10029']}",+12122892729,(212) 289-2729,4416.858359426503,Thai,22.0
22,BKMCAYb9EAivUm3p-vrC9w,khe-yo-new-york,Khe-Yo,https://s3-media1.fl.yelpcdn.com/bphoto/EWgeDDrUsQ0njDbJL2UB-w/o.jpg,False,https://www.yelp.com/biz/khe-yo-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,868,"[{'alias': 'laotian', 'title': 'Laotian'}]",4.0,"{'latitude': 40.716906, 'longitude': -74.008587}","['pickup', 'delivery']",$$,"{'address1': '157 Duane St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['157 Duane St', 'New York, NY 10013']}",+12125871089,(212) 587-1089,5442.121920060939,Thai,23.0
23,nxTEuWKzkK1tCF4LrhFSUQ,pig-and-khao-new-york,Pig and Khao,https://s3-media1.fl.yelpcdn.com/bphoto/HxBiasXFwEpLeH7PLNP9Ug/o.jpg,False,https://www.yelp.com/biz/pig-and-khao-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,1737,"[{'alias': 'filipino', 'title': 'Filipino'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'panasian', 'title': 'Pan Asian'}]",4.0,"{'latitude': 40.71926, 'longitude': -73.98475}","['pickup', 'delivery']",$$$,"{'address1': '68 Clinton St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['68 Clinton St', 'New York, NY 10002']}",+12129204485,(212) 920-4485,4583.314481080582,Thai,24.0
24,_ucIHYqW0ZwAdzaEIYnnsA,one-two-thai-new-york-2,One Two Thai,https://s3-media3.fl.yelpcdn.com/bphoto/dnbNdOhUD8vzX5J3PmBTVg/o.jpg,False,https://www.yelp.com/biz/one-two-thai-new-york-2?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,134,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.745573, 'longitude': -73.979451}","['pickup', 'delivery']",$$,"{'address1': '153 E 33 St 10016', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10016', 'country': 'US', 'state': 'NY', 'display_address': ['153 E 33 St 10016', 'New York, NY 10016']}",+16469186144,(646) 918-6144,1627.6162953143096,Thai,25.0
25,XgiG7K7ubHsj2JJ-c2sXnw,thai-diner-new-york,Thai Diner,https://s3-media3.fl.yelpcdn.com/bphoto/jAmGbAt03d6kA98X8RQvFw/o.jpg,False,https://www.yelp.com/biz/thai-diner-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,334,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 40.72071042964739, 'longitude': -73.9956057}",['delivery'],$$,"{'address1': '186 Mott St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['186 Mott St', 'New York, NY 10012']}",+16465594140,(646) 559-4140,4623.04661820601,Thai,26.0
26,L2ZW-MdvRJ3gM2RIq8STbA,thai72-new-york,Thai72,https://s3-media1.fl.yelpcdn.com/bphoto/wB3j5dPiZmPtGdxzfPCR8A/o.jpg,False,https://www.yelp.com/biz/thai72-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,299,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.77763, 'longitude': -73.98003}","['pickup', 'delivery']",$$,"{'address1': '128 W 72nd St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10023', 'country': 'US', 'state': 'NY', 'display_address': ['128 W 72nd St', 'New York, NY 10023']}",+12124966153,(212) 496-6153,1940.2902267643892,Thai,27.0
27,83BXSwE0166sObnXLUE4bQ,land-new-york,Land,https://s3-media2.fl.yelpcdn.com/bphoto/ptDV_QtdeLeSvBZs-tTqWA/o.jpg,False,https://www.yelp.com/biz/land-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,1079,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 40.78497, 'longitude': -73.9772182}","['pickup', 'delivery']",$$,"{'address1': '450 Amsterdam Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10024', 'country': 'US', 'state': 'NY', 'display_address': ['450 Amsterdam Ave', 'New York, NY 10024']}",+12125018121,(212) 501-8121,2754.753960189171,Thai,28.0
28,0GftSP2dRwEzujkv2VKIgA,wok-wok-southeast-asian-kitchen-new-york,Wok Wok Southeast Asian Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/XOc7n_rq6kYGXySwasouRQ/o.jpg,False,https://www.yelp.com/biz/wok-wok-southeast-asian-kitchen-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,1086,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'malaysian', 'title': 'Malaysian'}, {'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 40.7140555, 'longitude': -73.9988387116394}","['pickup', 'delivery']",$$,"{'address1': '11 Mott St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['11 Mott St', 'New York, NY 10013']}",+19173883627,(917) 388-3627,5411.1757100540235,Thai,29.0
29,BF6pY829iPBERt15CG1g3w,at-nine-restaurant-and-bar-new-york,At Nine Restaurant & Bar,https://s3-media2.fl.yelpcdn.com/bphoto/KuN4OJKZ2tlz-kQpw-G1uA/o.jpg,False,https://www.yelp.com/biz/at-nine-restaurant-and-bar-new-york?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,540,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'bars', 'title': 'Bars'}]",4.0,"{'latitude': 40.758697, 'longitude': -73.992064}","['pickup', 'delivery']",$$,"{'address1': '592 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['592 9th Ave', 'New York, NY 10036']}",+12122654499,(212) 265-4499,1154.802400407335,Thai,30.0
30,5-cv4xv4IBao7N1LSH6tHA,der-krung-thai-cuisine-new-york-2,Der Krung Thai Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/z7W0orw-D0Zx_zX1k2f8zg/o.jpg,False,https://www.yelp.com/biz/der-krung-thai-cuisine-new-york-2?adjust_creative=S5PZothSIXWTC4kzS_Te5w&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=S5PZothSIXWTC4kzS_Te5w,249,"[{'alias': 'thai', 'title': 'Thai'}]",4.0,"{'latitude': 40.7670715, 'longitude': -73.9861371779099}","['pickup', 'delivery']",$$,"{'address1': '860 9th Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['860 9th Ave', 'New York, NY 10019']}",+12123972036,(212) 397-2036,997.472020895272,Thai,31.0
